age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
26,single,f,straight,athletic,mostly anything,socially,,graduated from college/university,white,65,-1,other,2012-06-29-22-38,"emeryville, california","doesn't have kids, but might want them",likes dogs and likes cats,atheism and somewhat serious about it,leo but it doesn&rsquo;t matter,no,"english, spanish (poorly)"
31,single,m,straight,average,strictly anything,socially,never,graduated from law school,"asian, pacific islander",67,-1,law / legal services,2012-06-30-00-20,"san leandro, california",,,catholicism but not too serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), other (okay)"
24,single,m,straight,average,mostly anything,socially,,graduated from college/university,asian,71,-1,banking / financial / real estate,2012-06-25-08-14,"south san francisco, california",,,,gemini but it doesn&rsquo;t matter,sometimes,english
26,single,m,straight,rather not say,mostly anything,not at all,never,working on college/university,white,71,20000,student,2012-02-05-17-37,"san mateo, california",,likes cats,catholicism and laughing about it,sagittarius and it&rsquo;s fun to think about,no,english (fluently)
28,single,f,straight,average,mostly anything,socially,,,white,61,-1,artistic / musical / writer,2012-06-29-20-06,"oakland, california",might want kids,,,aquarius,no,english
29,available,m,straight,,,socially,sometimes,graduated from college/university,,64,-1,entertainment / media,2012-06-26-14-39,"san francisco, california",doesn't want kids,likes dogs and likes cats,agnosticism and laughing about it,taurus but it doesn&rsquo;t matter,no,english
27,single,f,straight,curvy,,socially,,graduated from college/university,"hispanic / latin, white",64,-1,education / academia,2012-06-29-16-17,"alameda, california",,likes dogs,,scorpio,no,"english, spanish (poorly)"
29,single,f,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,62,-1,education / academia,2012-06-29-22-02,"san francisco, california","doesn't have kids, but might want them",has dogs and has cats,other but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,"english, french (poorly), spanish (poorly)"
30,single,f,straight,full figured,,socially,never,graduated from masters program,white,64,-1,artistic / musical / writer,2012-06-27-22-40,"oakland, california",,likes dogs and likes cats,christianity but not too serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), italian (poorly), german (poorly), french (poorly)"
21,single,f,straight,average,,often,never,graduated from college/university,white,64,-1,sales / marketing / biz dev,2012-06-23-18-22,"san francisco, california",doesn't have kids,,,,,english
22,single,f,straight,average,strictly anything,socially,never,,asian,66,-1,,2012-06-30-02-13,"san francisco, california",,,,,when drinking,english
20,single,f,straight,curvy,,very often,sometimes,,white,69,20000,other,2012-06-18-02-53,"oakland, california",doesn't want kids,has dogs and likes cats,,libra and it&rsquo;s fun to think about,yes,english
32,available,f,bisexual,fit,mostly anything,socially,sometimes,working on masters program,black,65,-1,student,2012-06-14-13-22,"oakland, california","doesn't have kids, but wants them",likes cats,atheism but not too serious about it,leo but it doesn&rsquo;t matter,no,english (fluently)
20,available,f,bisexual,fit,vegan,,,working on college/university,white,61,-1,science / tech / engineering,2012-06-30-02-01,"berkeley, california",,likes dogs,,libra,,"english (fluently), spanish (okay), hebrew (okay)"
34,single,f,straight,average,,socially,never,graduated from college/university,white,69,-1,banking / financial / real estate,2012-06-29-08-59,"palo alto, california",,likes dogs,judaism but not too serious about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), yiddish (okay)"
23,single,f,straight,thin,,socially,,graduated from college/university,white,65,-1,medicine / health,2012-06-25-19-58,"san francisco, california",,likes dogs and has cats,atheism and laughing about it,capricorn but it doesn&rsquo;t matter,,english
25,single,m,straight,average,,socially,never,high school,hispanic / latin,67,-1,other,2012-02-15-01-35,"palo alto, california",doesn't have kids,likes dogs,catholicism,aries,sometimes,english
22,single,m,straight,average,mostly vegetarian,socially,sometimes,graduated from college/university,white,68,-1,executive / management,2012-06-30-02-15,"san francisco, california",doesn't have kids,likes dogs,agnosticism and laughing about it,,yes,"english (fluently), spanish (fluently), italian (okay)"
25,single,m,gay,thin,,socially,sometimes,graduated from college/university,pacific islander,64,-1,computer / hardware / software,2012-06-30-01-44,"san francisco, california",,likes dogs and likes cats,atheism and somewhat serious about it,scorpio but it doesn&rsquo;t matter,when drinking,"english (fluently), spanish (okay), tagalog (poorly)"
24,single,m,straight,athletic,mostly anything,socially,never,graduated from space camp,white,69,-1,executive / management,2011-08-31-22-08,"san francisco, california",,likes dogs and likes cats,other but not too serious about it,aries and it&rsquo;s fun to think about,no,"english (fluently), french (okay)"
38,single,m,straight,average,mostly anything,socially,,,white,73,-1,entertainment / media,2012-06-29-20-59,"san francisco, california",doesn't have kids,,agnosticism,aries,no,english
39,single,m,straight,fit,,socially,never,graduated from masters program,asian,69,-1,artistic / musical / writer,2012-06-20-23-43,"alameda, california",has a kid,likes dogs,,sagittarius and it&rsquo;s fun to think about,no,english (fluently)
21,single,f,straight,curvy,mostly anything,socially,never,working on college/university,hispanic / latin,61,-1,student,2012-06-29-18-02,"san francisco, california",doesn't have kids,,agnosticism and laughing about it,libra,no,english
35,single,m,gay,average,,socially,never,college/university,asian,65,-1,other,2012-06-22-18-47,"san francisco, california",,likes dogs,catholicism,capricorn,trying to quit,english
23,single,f,straight,thin,mostly anything,socially,never,graduated from college/university,,65,-1,artistic / musical / writer,2012-06-29-00-53,"oakland, california",,likes dogs and likes cats,,,no,"english (fluently), french (fluently)"
22,single,f,straight,average,,socially,never,working on college/university,white,65,-1,,2011-11-07-23-36,"south san francisco, california",,dislikes cats,christianity,virgo but it doesn&rsquo;t matter,no,english
23,single,f,straight,athletic,mostly anything,socially,sometimes,working on college/university,white,63,-1,student,2012-06-28-15-59,"san francisco, california",,likes dogs and likes cats,judaism and laughing about it,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
40,single,f,straight,a little extra,,not at all,never,,white,66,-1,education / academia,2012-04-23-14-31,"san francisco, california",,has dogs and has cats,judaism,leo but it doesn&rsquo;t matter,no,"english (okay), hebrew (fluently)"
25,single,f,straight,fit,,socially,never,graduated from college/university,white,68,-1,computer / hardware / software,2012-04-22-15-38,"san francisco, california",,likes dogs and likes cats,,,no,english (fluently)
31,single,f,straight,fit,,,never,,white,67,-1,law / legal services,2011-08-25-10-29,"san carlos, california",,likes dogs and has cats,,aries and it&rsquo;s fun to think about,,english
22,single,f,straight,thin,,socially,,graduated from college/university,white,61,-1,banking / financial / real estate,2012-06-26-07-09,"san francisco, california",,likes dogs and dislikes cats,catholicism but not too serious about it,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
33,single,f,bisexual,average,mostly other,rarely,never,graduated from masters program,other,64,-1,medicine / health,2012-06-28-09-09,"oakland, california",,,judaism and laughing about it,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), arabic (poorly)"
25,single,m,gay,fit,mostly anything,socially,never,graduated from college/university,white,71,40000,education / academia,2012-06-30-03-36,"oakland, california",,likes dogs,,aries,no,"english, afrikaans (poorly), dutch (fluently)"
32,single,f,gay,athletic,mostly anything,socially,sometimes,working on space camp,white,64,-1,medicine / health,2012-06-26-19-30,"san francisco, california",,has dogs and likes cats,other and somewhat serious about it,aries and it&rsquo;s fun to think about,when drinking,english
36,single,m,straight,athletic,,often,never,graduated from college/university,asian,71,-1,entertainment / media,2012-03-09-22-08,"san francisco, california",,likes dogs and likes cats,,aries but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay)"
37,single,f,straight,average,mostly anything,socially,,graduated from masters program,white,63,-1,other,2012-06-28-21-21,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,other,aries and it&rsquo;s fun to think about,no,english
32,single,f,straight,athletic,anything,rarely,never,graduated from college/university,asian,65,-1,other,2012-06-25-23-54,"san francisco, california",,,,aries and it&rsquo;s fun to think about,no,"english, other"
24,single,f,straight,full figured,anything,socially,sometimes,college/university,,67,-1,,2012-06-24-21-36,"san francisco, california",,likes dogs and likes cats,,aries but it doesn&rsquo;t matter,when drinking,"english, spanish (okay)"
30,available,m,gay,athletic,mostly vegetarian,socially,never,working on masters program,,67,-1,sales / marketing / biz dev,2012-06-19-01-02,"san francisco, california",,,,libra and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), indonesian (fluently), italian (poorly), russian (poorly)"
32,single,m,straight,athletic,anything,socially,never,graduated from ph.d program,indian,69,-1,computer / hardware / software,2012-06-29-01-30,"san francisco, california",,likes dogs,hinduism,aquarius,no,"english (fluently), hindi (fluently)"
32,single,m,straight,,,,never,graduated from ph.d program,white,72,-1,rather not say,2011-09-22-01-38,"palo alto, california",,,,,,"english (fluently), chinese (poorly), french (fluently)"
28,single,m,gay,,,,,,,69,-1,other,2012-06-05-17-06,"san francisco, california",,,,pisces,,english
24,single,m,straight,athletic,,socially,never,graduated from college/university,white,73,-1,,2012-06-29-21-16,"san francisco, california",doesn't have kids,,judaism but not too serious about it,,no,english (fluently)
